travel_score,shopping_score,dining_score,fuel_score,groceries_score,income,preferred_bank,target_card
9,3,20,32,37,120000,HDFC,Tata Neu Infinity Credit Card
36,29,14,3,17,50000,Standard Chartered,Super Value Titanium Credit Card
6,4,39,45,6,50000,Standard Chartered,Millennia Credit Card
27,1,8,34,31,50000,IDFC First,Vistara Infinite Credit Card
5,5,9,38,44,50000,ICICI,Amazon Pay Credit Card
12,27,23,22,16,25000,Yes Bank,Flipkart Axis Bank Credit Card
1,27,24,21,27,120000,Standard Chartered,Super Value Titanium Credit Card
18,7,18,24,33,25000,SBI,SimplyCLICK Credit Card
19,28,23,5,24,200000,RBL,BankBazaar Credit Card
14,24,11,25,25,25000,Standard Chartered,Super Value Titanium Credit Card
24,17,37,5,17,75000,Kotak,White Credit Card
4,57,0,15,24,35000,IDFC First,First Classic Credit Card
31,18,32,17,1,75000,Kotak,PVR Platinum Credit Card
3,10,23,30,34,25000,Kotak,Amazon Pay Credit Card
21,21,28,8,22,120000,Kotak,White Credit Card
21,43,5,14,16,35000,RBL,BankBazaar Credit Card
27,19,26,26,1,50000,IDFC First,Vistara Infinite Credit Card
3,33,28,19,16,35000,RBL,BankBazaar Credit Card
11,23,14,21,31,25000,IDFC First,First Classic Credit Card
20,18,16,38,8,75000,Axis,Flipkart Axis Bank Credit Card
17,16,56,8,3,25000,IDFC First,First Classic Credit Card
8,22,17,40,13,120000,Yes Bank,YES First Business Credit Card
19,36,7,10,28,35000,Axis,Flipkart Axis Bank Credit Card
18,21,21,13,27,120000,Citibank,Cashback Credit Card
11,17,32,23,17,50000,ICICI,PVR Platinum Credit Card
7,4,35,46,7,200000,ICICI,Amazon Pay Credit Card
2,34,8,36,20,200000,ICICI,Emerald Private Metal
29,13,32,0,27,25000,IDFC First,First Classic Credit Card
45,7,15,13,21,35000,Axis,Ace Credit Card
8,27,35,19,10,25000,Yes Bank,SimplyCLICK Credit Card
28,3,30,9,30,75000,HDFC,Millennia Credit Card
22,26,4,21,27,120000,Yes Bank,YES First Business Credit Card
43,20,20,8,10,35000,ICICI,Amazon Pay Credit Card
26,27,14,10,24,25000,ICICI,Coral Credit Card
19,26,13,38,5,25000,Axis,Flipkart Axis Bank Credit Card
34,23,21,6,16,35000,ICICI,HPCL Super Saver Credit Card
37,26,1,7,29,25000,Standard Chartered,Super Value Titanium Credit Card
6,31,1,39,23,35000,Standard Chartered,Super Value Titanium Credit Card
26,24,7,14,28,25000,ICICI,HPCL Super Saver Credit Card
35,24,7,15,19,35000,Citibank,Cashback Credit Card
24,24,28,18,6,200000,Kotak,PVR Platinum Credit Card
0,32,34,8,26,50000,IDFC First,Vistara Infinite Credit Card
17,33,15,3,33,120000,Yes Bank,YES First Business Credit Card
18,38,17,7,20,25000,Axis,Flipkart Axis Bank Credit Card
24,9,15,31,21,120000,SBI,Tata Neu Infinity Credit Card
53,33,3,6,5,200000,RBL,BankBazaar Credit Card
17,21,17,28,18,200000,Citibank,Cashback Credit Card
22,25,15,15,24,50000,RBL,BankBazaar Credit Card
9,14,22,24,30,75000,SBI,BPCL Octane Credit Card
9,13,26,30,22,200000,HDFC,Millennia Credit Card
2,21,23,24,30,25000,Axis,Ace Credit Card
10,12,5,48,25,35000,IDFC First,First Classic Credit Card
25,37,15,16,7,200000,Yes Bank,YES First Business Credit Card
20,21,22,22,15,50000,Citibank,Cashback Credit Card
30,19,6,15,29,50000,Citibank,Cashback Credit Card
20,23,25,17,17,25000,IDFC First,First Classic Credit Card
30,22,0,41,7,35000,RBL,BankBazaar Credit Card
13,28,17,23,19,35000,Axis,Ace Credit Card
14,29,21,30,6,25000,SBI,SimplySAVE Credit Card
23,35,5,31,6,120000,Standard Chartered,Super Value Titanium Credit Card
23,10,31,14,22,35000,Citibank,Cashback Credit Card
36,31,3,17,12,75000,Yes Bank,YES First Business Credit Card
12,31,5,15,38,25000,RBL,BankBazaar Credit Card
18,37,12,24,9,25000,Axis,Flipkart Axis Bank Credit Card
24,6,33,31,7,120000,Citibank,Cashback Credit Card
35,22,30,4,9,120000,Standard Chartered,Super Value Titanium Credit Card
28,7,18,2,45,35000,Citibank,Cashback Credit Card
1,41,14,22,21,200000,IDFC First,Vistara Infinite Credit Card
8,23,19,13,37,25000,IDFC First,Amazon Pay Credit Card
11,26,16,27,21,50000,ICICI,Amazon Pay Credit Card
21,18,18,21,22,120000,SBI,Coral Credit Card
26,17,3,32,21,50000,IDFC First,Vistara Infinite Credit Card
16,19,5,17,43,25000,RBL,BankBazaar Credit Card
51,3,0,40,6,200000,Kotak,SimplySAVE Credit Card
17,22,36,13,11,75000,IDFC First,Vistara Infinite Credit Card
14,0,29,33,24,25000,Citibank,Amazon Pay Credit Card
0,6,42,36,15,75000,RBL,BankBazaar Credit Card
15,6,30,22,26,35000,ICICI,Amazon Pay Credit Card
5,9,14,36,36,35000,Yes Bank,Flipkart Axis Bank Credit Card
12,21,17,25,25,120000,SBI,SimplyCLICK Credit Card
4,19,31,27,20,200000,ICICI,Emerald Private Metal
38,12,13,33,3,25000,Standard Chartered,Super Value Titanium Credit Card
30,17,14,15,25,120000,ICICI,Amazon Pay Credit Card
32,10,30,27,2,35000,RBL,BankBazaar Credit Card
24,19,22,30,5,75000,RBL,BankBazaar Credit Card
16,7,30,26,21,25000,Standard Chartered,Super Value Titanium Credit Card
33,25,3,22,16,120000,ICICI,Amazon Pay Credit Card
39,39,1,7,14,25000,RBL,BankBazaar Credit Card
11,35,6,34,14,120000,Standard Chartered,Super Value Titanium Credit Card
5,17,47,13,16,35000,Citibank,SimplyCLICK Credit Card
5,34,38,19,5,200000,Axis,My Zone Credit Card
34,15,34,7,11,35000,IDFC First,First Classic Credit Card
22,24,2,52,0,200000,Standard Chartered,Super Value Titanium Credit Card
23,31,5,11,30,35000,IDFC First,Coral Credit Card
13,28,19,23,17,120000,Kotak,PVR Platinum Credit Card
9,0,43,17,31,25000,Kotak,PVR Platinum Credit Card
12,8,33,11,36,200000,RBL,BankBazaar Credit Card
4,30,2,52,11,120000,Axis,Flipkart Axis Bank Credit Card
24,4,28,30,14,50000,ICICI,Amazon Pay Credit Card
41,32,0,20,7,200000,HDFC,Tata Neu Infinity Credit Card
10,10,1,32,48,75000,Citibank,Cashback Credit Card
1,39,25,28,8,50000,HDFC,Millennia Credit Card
21,29,29,17,3,200000,HDFC,Regalia Gold
2,26,48,18,5,50000,Axis,Flipkart Axis Bank Credit Card
23,19,32,14,13,50000,IDFC First,Vistara Infinite Credit Card
33,10,30,0,27,75000,ICICI,Coral Credit Card
0,2,35,26,36,120000,SBI,SimplyCLICK Credit Card
25,3,34,30,8,25000,HDFC,BPCL Octane Credit Card
13,26,4,25,31,120000,IDFC First,First Classic Credit Card
9,17,35,14,25,35000,SBI,SimplyCLICK Credit Card
41,0,8,2,48,120000,Citibank,Cashback Credit Card
27,0,30,33,9,200000,Yes Bank,YES First Business Credit Card
13,14,30,26,18,200000,IDFC First,Vistara Infinite Credit Card
27,27,0,25,21,120000,RBL,BankBazaar Credit Card
27,7,30,20,16,25000,ICICI,Amazon Pay Credit Card
34,22,11,5,28,75000,SBI,BPCL Octane Credit Card
22,10,5,12,51,25000,RBL,BankBazaar Credit Card
12,34,33,16,3,25000,RBL,BankBazaar Credit Card
16,23,16,27,18,200000,ICICI,Amazon Pay Credit Card
29,32,21,1,16,35000,Axis,Flipkart Axis Bank Credit Card
28,14,14,10,34,200000,ICICI,YES First Business Credit Card
38,6,1,21,34,120000,HDFC,Tata Neu Infinity Credit Card
11,18,7,61,4,35000,ICICI,Coral Credit Card
33,34,4,25,4,200000,SBI,SimplySAVE Credit Card
24,31,37,7,2,25000,Axis,Flipkart Axis Bank Credit Card
31,30,11,6,22,25000,ICICI,Amazon Pay Credit Card
0,18,33,23,26,200000,Citibank,Cashback Credit Card
2,23,30,37,8,200000,ICICI,Emerald Private Metal
7,18,61,2,12,75000,RBL,BankBazaar Credit Card
33,2,22,32,11,35000,Axis,Ace Credit Card
7,7,41,10,34,25000,Axis,Flipkart Axis Bank Credit Card
43,5,3,7,42,50000,RBL,BankBazaar Credit Card
21,7,20,43,8,200000,SBI,League Platinum Credit Card
1,12,28,29,30,35000,Citibank,Cashback Credit Card
7,36,43,11,2,50000,RBL,Tata Neu Infinity Credit Card
18,19,23,23,17,35000,HDFC,Tata Neu Infinity Credit Card
19,9,15,33,25,120000,Standard Chartered,Super Value Titanium Credit Card
5,21,25,22,26,50000,Yes Bank,YES First Business Credit Card
35,5,2,13,44,120000,ICICI,Amazon Pay Credit Card
27,3,32,7,31,25000,ICICI,Amazon Pay Credit Card
18,12,10,27,33,35000,RBL,First Classic Credit Card
13,24,20,20,23,75000,HDFC,Millennia Credit Card
24,27,29,18,2,120000,RBL,BankBazaar Credit Card
11,5,26,29,28,35000,RBL,BankBazaar Credit Card
26,32,15,11,16,35000,SBI,SimplyCLICK Credit Card
16,26,27,9,22,35000,RBL,BankBazaar Credit Card
30,26,17,0,27,200000,Standard Chartered,Super Value Titanium Credit Card
6,26,13,26,28,120000,ICICI,HPCL Super Saver Credit Card
23,15,19,25,18,120000,HDFC,Elite Credit Card
25,3,44,6,22,75000,RBL,BankBazaar Credit Card
25,43,1,7,24,75000,Standard Chartered,Super Value Titanium Credit Card
2,52,10,11,25,120000,Citibank,Cashback Credit Card
22,11,9,23,35,75000,HDFC,Regalia Gold
3,30,26,33,9,25000,Yes Bank,Super Value Titanium Credit Card
14,16,19,44,7,120000,HDFC,Tata Neu Infinity Credit Card
22,35,1,39,4,35000,HDFC,Millennia Credit Card
0,18,32,23,27,120000,ICICI,Amazon Pay Credit Card
26,22,16,23,13,25000,Kotak,Super Value Titanium Credit Card
27,30,13,12,18,25000,Yes Bank,Flipkart Axis Bank Credit Card
31,10,33,15,11,200000,RBL,BankBazaar Credit Card
29,15,18,14,24,50000,Standard Chartered,Super Value Titanium Credit Card
4,8,48,22,18,200000,Standard Chartered,Super Value Titanium Credit Card
25,25,18,23,9,35000,Standard Chartered,Coral Credit Card
12,36,18,20,14,200000,Citibank,Cashback Credit Card
5,25,23,15,33,25000,HDFC,Amazon Pay Credit Card
20,26,21,21,13,200000,IDFC First,Vistara Infinite Credit Card
30,25,16,29,0,120000,Yes Bank,YES First Business Credit Card
47,26,10,7,10,200000,Yes Bank,YES First Business Credit Card
20,15,27,36,1,50000,ICICI,Amazon Pay Credit Card
22,1,56,4,17,25000,SBI,SimplyCLICK Credit Card
18,33,2,26,22,50000,Yes Bank,First Classic Credit Card
24,28,28,1,18,35000,Standard Chartered,Super Value Titanium Credit Card
32,29,3,15,21,75000,Axis,Flipkart Axis Bank Credit Card
17,36,5,18,24,120000,SBI,BPCL Octane Credit Card
14,15,30,32,9,75000,Standard Chartered,Super Value Titanium Credit Card
35,39,14,1,12,75000,Yes Bank,YES First Business Credit Card
21,16,25,21,18,75000,RBL,BankBazaar Credit Card
24,9,17,19,31,75000,IDFC First,Vistara Infinite Credit Card
33,18,13,14,22,35000,RBL,BankBazaar Credit Card
20,29,19,13,19,50000,Yes Bank,YES First Business Credit Card
26,22,21,6,25,75000,Citibank,Cashback Credit Card
7,16,22,25,31,75000,IDFC First,Regalia Gold
19,30,12,10,29,75000,RBL,BankBazaar Credit Card
25,22,21,16,17,75000,HDFC,Regalia Gold
21,5,27,11,36,50000,RBL,Millennia Credit Card
27,13,24,14,22,75000,HDFC,Regalia Gold
32,13,12,24,20,75000,Yes Bank,YES First Business Credit Card
5,16,29,10,40,75000,HDFC,Millennia Credit Card
21,9,25,22,24,200000,Standard Chartered,Super Value Titanium Credit Card
33,27,2,23,15,25000,RBL,BankBazaar Credit Card
33,22,35,2,8,35000,Standard Chartered,Super Value Titanium Credit Card
18,15,31,31,4,200000,SBI,SimplyCLICK Credit Card
18,42,23,16,0,75000,Axis,Flipkart Axis Bank Credit Card
30,19,8,10,33,25000,HDFC,Coral Credit Card
36,37,13,1,14,50000,Yes Bank,YES First Business Credit Card
18,11,34,19,18,50000,HDFC,Millennia Credit Card
29,17,19,3,32,25000,Citibank,SimplyCLICK Credit Card
19,33,23,5,20,200000,Yes Bank,YES First Business Credit Card
7,24,23,27,18,50000,HDFC,Tata Neu Infinity Credit Card
20,10,32,24,14,75000,RBL,BankBazaar Credit Card
20,20,21,18,22,200000,Axis,Ace Credit Card
27,25,7,17,25,75000,Citibank,Cashback Credit Card
36,17,12,14,20,120000,Axis,My Zone Credit Card
45,11,37,1,7,50000,HDFC,Regalia Gold
11,12,41,20,15,75000,Axis,Flipkart Axis Bank Credit Card
14,4,30,29,22,200000,ICICI,Emerald Private Metal
0,30,34,32,4,200000,Yes Bank,YES First Business Credit Card
17,13,34,12,24,200000,ICICI,Tata Neu Infinity Credit Card
13,29,9,30,19,75000,RBL,BankBazaar Credit Card
27,23,8,39,4,200000,ICICI,HPCL Super Saver Credit Card
31,15,16,9,29,35000,ICICI,HPCL Super Saver Credit Card
20,16,13,30,21,120000,Kotak,League Platinum Credit Card
26,17,42,8,7,35000,Kotak,PVR Platinum Credit Card
15,17,22,34,11,35000,Yes Bank,SimplyCLICK Credit Card
22,9,19,23,27,25000,Citibank,Amazon Pay Credit Card
14,30,23,23,10,75000,Citibank,Cashback Credit Card
5,31,9,27,28,75000,RBL,BankBazaar Credit Card
20,5,35,4,36,200000,IDFC First,First Wealth Credit Card
16,22,21,22,18,25000,ICICI,Amazon Pay Credit Card
12,10,21,47,9,35000,Standard Chartered,Super Value Titanium Credit Card
15,18,23,20,23,120000,SBI,SimplySAVE Credit Card
19,18,15,10,38,25000,Citibank,Amazon Pay Credit Card
37,21,19,5,19,75000,Standard Chartered,Super Value Titanium Credit Card
7,22,16,25,30,120000,Yes Bank,YES First Business Credit Card
28,2,10,33,27,35000,Citibank,Cashback Credit Card
32,16,32,9,10,200000,RBL,BankBazaar Credit Card
12,7,39,16,25,50000,ICICI,HPCL Super Saver Credit Card
28,10,21,30,11,25000,RBL,BankBazaar Credit Card
27,30,15,7,19,75000,Kotak,League Platinum Credit Card
1,41,6,8,45,25000,Citibank,Cashback Credit Card
5,20,21,27,26,75000,HDFC,Millennia Credit Card
38,33,4,25,1,35000,Citibank,Cashback Credit Card
21,21,22,14,23,75000,HDFC,Millennia Credit Card
9,20,20,32,18,35000,Standard Chartered,Super Value Titanium Credit Card
10,8,39,35,8,35000,IDFC First,First Classic Credit Card
11,31,12,32,15,25000,SBI,SimplyCLICK Credit Card
24,5,34,8,29,200000,RBL,Emerald Private Metal
16,8,40,2,34,25000,Kotak,PVR Platinum Credit Card
3,19,40,23,14,50000,IDFC First,First Classic Credit Card
21,14,23,41,0,120000,Standard Chartered,Super Value Titanium Credit Card
45,1,19,25,10,200000,Yes Bank,YES First Business Credit Card
11,5,19,34,30,120000,RBL,BankBazaar Credit Card
41,17,23,0,19,200000,Axis,Flipkart Axis Bank Credit Card
29,30,20,12,9,200000,Axis,Flipkart Axis Bank Credit Card
15,20,29,7,29,25000,IDFC First,First Classic Credit Card
2,16,37,38,6,75000,Axis,Flipkart Axis Bank Credit Card
2,17,23,26,32,200000,ICICI,Millennia Credit Card
33,31,2,23,11,25000,Yes Bank,Flipkart Axis Bank Credit Card
6,36,20,33,5,25000,RBL,BankBazaar Credit Card
20,15,38,24,4,50000,Axis,My Zone Credit Card
29,7,12,14,38,25000,HDFC,HPCL Super Saver Credit Card
9,30,23,35,2,50000,SBI,SimplyCLICK Credit Card
34,20,32,14,0,50000,Standard Chartered,Super Value Titanium Credit Card
6,15,58,18,3,200000,SBI,Elite Credit Card
11,23,22,22,22,75000,ICICI,HPCL Super Saver Credit Card
22,15,17,43,4,200000,HDFC,Regalia Gold
3,31,30,14,23,75000,SBI,Elite Credit Card
36,8,6,12,37,25000,Citibank,Cashback Credit Card
54,0,8,7,31,50000,RBL,BankBazaar Credit Card
6,46,8,41,0,50000,HDFC,Millennia Credit Card
26,12,15,27,20,120000,SBI,SimplySAVE Credit Card
23,15,24,22,16,200000,Citibank,Cashback Credit Card
17,25,11,25,22,35000,HDFC,Tata Neu Infinity Credit Card
5,36,8,38,12,25000,Citibank,SimplyCLICK Credit Card
31,39,13,9,8,35000,SBI,SimplySAVE Credit Card
17,23,27,7,26,75000,Standard Chartered,Super Value Titanium Credit Card
22,34,8,4,32,120000,Citibank,Cashback Credit Card
28,11,12,14,36,120000,Citibank,Cashback Credit Card
37,33,24,5,1,200000,Yes Bank,YES First Business Credit Card
21,14,10,29,26,35000,HDFC,Tata Neu Infinity Credit Card
49,6,16,23,7,200000,HDFC,Diners Club Black
24,11,29,26,11,200000,RBL,BankBazaar Credit Card
34,13,10,18,24,50000,IDFC First,Vistara Infinite Credit Card
19,21,30,6,23,75000,Yes Bank,YES First Business Credit Card
10,40,14,34,3,200000,Yes Bank,YES First Business Credit Card
14,2,25,40,19,120000,Axis,Flipkart Axis Bank Credit Card
36,30,1,12,22,120000,Axis,Flipkart Axis Bank Credit Card
16,11,25,20,28,120000,HDFC,Super Value Titanium Credit Card
29,1,16,24,31,120000,ICICI,Amazon Pay Credit Card
1,13,38,41,7,25000,Citibank,SimplyCLICK Credit Card
21,13,5,38,23,50000,SBI,BPCL Octane Credit Card
24,22,5,17,33,75000,Yes Bank,YES First Business Credit Card
31,26,19,22,3,75000,Kotak,Millennia Credit Card
33,26,1,31,10,50000,Yes Bank,YES First Business Credit Card
6,28,30,22,14,35000,Yes Bank,Tata Neu Infinity Credit Card
15,4,34,18,29,50000,Citibank,Cashback Credit Card
19,6,43,5,27,50000,Standard Chartered,Super Value Titanium Credit Card
2,14,32,19,33,75000,Kotak,League Platinum Credit Card
6,2,32,34,27,25000,Yes Bank,HPCL Super Saver Credit Card
17,2,34,37,10,75000,Axis,Ace Credit Card
25,15,12,27,21,200000,SBI,SimplyCLICK Credit Card
23,7,34,15,21,25000,RBL,BankBazaar Credit Card
12,31,26,17,14,25000,SBI,SimplyCLICK Credit Card
28,17,28,14,13,75000,Axis,Flipkart Axis Bank Credit Card
24,27,25,10,14,200000,Kotak,White Credit Card
35,24,13,2,25,75000,ICICI,Amazon Pay Credit Card
33,23,5,34,5,35000,ICICI,Super Value Titanium Credit Card
11,12,0,25,52,120000,SBI,SimplyCLICK Credit Card
24,18,1,22,36,200000,SBI,Elite Credit Card
23,22,18,15,22,35000,Standard Chartered,Super Value Titanium Credit Card
42,9,14,10,25,35000,Yes Bank,Millennia Credit Card
18,18,27,17,20,75000,RBL,BankBazaar Credit Card
3,25,26,20,26,25000,Axis,My Zone Credit Card
25,12,16,23,24,35000,Kotak,PVR Platinum Credit Card
13,29,10,46,2,120000,Citibank,Cashback Credit Card
11,27,17,37,8,120000,SBI,Elite Credit Card
17,9,39,18,18,200000,HDFC,Tata Neu Infinity Credit Card
36,18,19,21,6,25000,RBL,BankBazaar Credit Card
9,26,31,18,16,75000,Standard Chartered,Super Value Titanium Credit Card
37,23,12,28,1,25000,ICICI,Amazon Pay Credit Card
12,5,31,10,42,200000,Axis,Magnus Credit Card
26,16,14,17,26,25000,Kotak,Amazon Pay Credit Card
25,22,15,18,20,75000,HDFC,Millennia Credit Card
24,20,17,9,30,50000,RBL,BankBazaar Credit Card
35,21,5,8,30,75000,Citibank,Cashback Credit Card
18,22,26,32,1,120000,Kotak,League Platinum Credit Card
1,19,33,20,27,75000,Axis,YES First Business Credit Card
21,5,9,26,39,25000,HDFC,Cashback Credit Card
10,30,11,12,38,75000,RBL,BankBazaar Credit Card
21,7,4,33,35,200000,Kotak,League Platinum Credit Card
18,1,8,48,24,25000,Standard Chartered,Super Value Titanium Credit Card
30,22,29,7,12,200000,Yes Bank,YES First Business Credit Card
25,20,29,21,6,75000,Yes Bank,YES First Business Credit Card
29,26,21,8,15,50000,Yes Bank,YES First Business Credit Card
6,28,8,31,27,200000,SBI,SimplyCLICK Credit Card
35,25,11,18,11,75000,Citibank,Cashback Credit Card
3,20,15,10,52,35000,RBL,BankBazaar Credit Card
22,13,16,32,17,25000,Yes Bank,SimplyCLICK Credit Card
16,16,31,28,9,25000,Citibank,Flipkart Axis Bank Credit Card
0,18,22,22,38,75000,RBL,BankBazaar Credit Card
11,1,41,3,43,120000,IDFC First,Vistara Infinite Credit Card
7,14,27,19,33,35000,Standard Chartered,Super Value Titanium Credit Card
22,26,7,18,27,200000,Standard Chartered,Super Value Titanium Credit Card
14,9,41,26,10,35000,Citibank,Cashback Credit Card
16,32,20,27,6,25000,Axis,Flipkart Axis Bank Credit Card
35,9,13,4,39,200000,Citibank,Flipkart Axis Bank Credit Card
14,28,11,25,22,120000,Citibank,Cashback Credit Card
15,3,17,32,32,25000,IDFC First,First Classic Credit Card
2,19,29,25,25,50000,SBI,SimplySAVE Credit Card
8,20,28,26,18,50000,ICICI,Amazon Pay Credit Card
21,16,21,22,20,25000,SBI,SimplyCLICK Credit Card
8,25,11,20,36,35000,Citibank,BPCL Octane Credit Card
26,22,25,12,15,200000,Citibank,PVR Platinum Credit Card
32,38,1,15,12,120000,IDFC First,First Wealth Credit Card
3,43,17,0,36,200000,HDFC,Millennia Credit Card
25,12,22,15,26,35000,HDFC,Tata Neu Infinity Credit Card
3,27,37,22,10,50000,Standard Chartered,Super Value Titanium Credit Card
5,25,22,24,25,200000,Yes Bank,YES First Business Credit Card
37,28,3,15,17,35000,SBI,BPCL Octane Credit Card
15,17,43,4,21,25000,Standard Chartered,Super Value Titanium Credit Card
29,15,25,28,3,50000,Standard Chartered,Super Value Titanium Credit Card
9,39,5,42,5,120000,Axis,Flipkart Axis Bank Credit Card
8,18,23,23,27,120000,SBI,SimplySAVE Credit Card
44,7,8,32,8,200000,SBI,SimplyCLICK Credit Card
35,9,1,21,34,50000,Citibank,Cashback Credit Card
22,21,21,8,28,120000,IDFC First,BankBazaar Credit Card
23,13,29,10,24,25000,ICICI,HPCL Super Saver Credit Card
9,21,31,14,25,50000,SBI,SimplySAVE Credit Card
4,35,17,4,40,50000,Yes Bank,YES First Business Credit Card
21,12,21,16,29,25000,Kotak,SimplySAVE Credit Card
18,2,30,19,32,75000,Standard Chartered,Super Value Titanium Credit Card
17,21,8,39,15,50000,Kotak,White Credit Card
24,42,7,9,18,35000,Citibank,Cashback Credit Card
10,25,18,15,32,75000,ICICI,HPCL Super Saver Credit Card
14,21,15,24,26,35000,Kotak,PVR Platinum Credit Card
29,7,19,28,17,75000,Kotak,White Credit Card
18,10,18,42,12,25000,ICICI,Amazon Pay Credit Card
15,32,20,7,26,25000,Yes Bank,Flipkart Axis Bank Credit Card
26,21,27,21,5,35000,Kotak,PVR Platinum Credit Card
18,18,22,16,26,25000,SBI,SimplySAVE Credit Card
14,19,5,25,36,25000,ICICI,HPCL Super Saver Credit Card
29,9,28,24,10,75000,Axis,My Zone Credit Card
24,27,28,9,12,200000,Kotak,Vistara Infinite Credit Card
10,22,10,1,57,25000,ICICI,Amazon Pay Credit Card
18,39,18,12,12,120000,SBI,SimplyCLICK Credit Card
6,36,6,38,14,25000,SBI,SimplyCLICK Credit Card
20,18,27,17,17,25000,ICICI,Amazon Pay Credit Card
3,32,24,30,12,50000,Kotak,League Platinum Credit Card
5,23,25,15,31,50000,Axis,My Zone Credit Card
26,6,13,29,26,200000,SBI,Elite Credit Card
2,12,28,25,33,200000,Axis,HPCL Super Saver Credit Card
7,20,18,17,39,75000,SBI,Elite Credit Card
29,10,24,17,19,25000,SBI,SimplyCLICK Credit Card
37,15,18,27,3,35000,Axis,Flipkart Axis Bank Credit Card
24,26,29,4,16,35000,Axis,BPCL Octane Credit Card
9,9,22,13,47,35000,ICICI,Amazon Pay Credit Card
7,33,8,19,33,120000,Kotak,HPCL Super Saver Credit Card
17,17,4,34,28,75000,IDFC First,Regalia Gold
31,6,32,21,10,120000,SBI,SimplySAVE Credit Card
12,23,22,23,20,35000,Yes Bank,SimplyCLICK Credit Card
0,22,39,34,4,200000,Kotak,White Credit Card
19,16,27,36,2,25000,HDFC,HPCL Super Saver Credit Card
9,24,22,18,27,120000,Axis,Flipkart Axis Bank Credit Card
24,28,11,18,19,25000,Citibank,Cashback Credit Card
8,11,38,40,3,120000,Citibank,Cashback Credit Card
6,33,36,4,21,50000,Axis,Flipkart Axis Bank Credit Card
4,13,52,6,25,120000,SBI,SimplyCLICK Credit Card
20,10,6,48,15,50000,Citibank,League Platinum Credit Card
0,19,41,31,8,75000,Citibank,Cashback Credit Card
23,20,15,21,21,200000,ICICI,Amazon Pay Credit Card
34,12,15,9,29,50000,SBI,SimplyCLICK Credit Card
49,23,8,2,18,50000,ICICI,Amazon Pay Credit Card
30,28,4,17,21,25000,Standard Chartered,Super Value Titanium Credit Card
12,26,24,0,38,25000,Kotak,PVR Platinum Credit Card
28,13,26,26,8,75000,ICICI,Amazon Pay Credit Card
29,30,18,1,21,25000,SBI,SimplyCLICK Credit Card
23,48,8,1,20,120000,Standard Chartered,Super Value Titanium Credit Card
29,43,3,22,3,35000,RBL,BankBazaar Credit Card
36,37,14,6,7,50000,Kotak,PVR Platinum Credit Card
22,38,1,13,25,120000,RBL,BankBazaar Credit Card
2,8,34,18,39,25000,Standard Chartered,Super Value Titanium Credit Card
12,21,24,16,27,50000,Axis,Flipkart Axis Bank Credit Card
23,16,19,27,16,35000,ICICI,PVR Platinum Credit Card
14,5,20,27,33,120000,ICICI,HPCL Super Saver Credit Card
58,13,4,17,9,25000,HDFC,Flipkart Axis Bank Credit Card
25,40,6,18,11,75000,HDFC,Millennia Credit Card
38,2,32,29,0,75000,Kotak,League Platinum Credit Card
22,34,9,34,1,50000,ICICI,Cashback Credit Card
16,27,23,12,22,25000,RBL,BankBazaar Credit Card
10,35,3,25,28,50000,Citibank,Cashback Credit Card
22,10,23,26,19,75000,HDFC,Millennia Credit Card
5,37,24,17,17,75000,SBI,BPCL Octane Credit Card
5,22,28,24,21,120000,RBL,BankBazaar Credit Card
9,13,40,30,9,75000,Axis,Flipkart Axis Bank Credit Card
23,13,37,7,20,75000,Standard Chartered,Super Value Titanium Credit Card
10,5,35,32,18,25000,Standard Chartered,Super Value Titanium Credit Card
9,8,40,24,18,75000,IDFC First,First Classic Credit Card
14,4,5,48,28,120000,Yes Bank,YES First Business Credit Card
29,40,9,10,12,120000,Citibank,Cashback Credit Card
7,25,32,1,35,25000,RBL,BankBazaar Credit Card
11,21,33,26,9,35000,Kotak,PVR Platinum Credit Card
25,13,18,5,39,50000,Axis,Flipkart Axis Bank Credit Card
40,4,27,17,13,120000,Yes Bank,YES First Business Credit Card
25,12,1,29,33,50000,RBL,Amazon Pay Credit Card
14,25,24,13,25,25000,Yes Bank,Amazon Pay Credit Card
1,3,23,9,63,50000,SBI,SimplySAVE Credit Card
18,35,9,38,0,35000,Kotak,PVR Platinum Credit Card
28,26,8,8,31,200000,Citibank,Cashback Credit Card
13,23,22,20,22,200000,IDFC First,First Wealth Credit Card
21,22,17,15,25,50000,Citibank,PVR Platinum Credit Card
15,29,20,8,28,120000,ICICI,HPCL Super Saver Credit Card
56,0,1,13,30,200000,RBL,BankBazaar Credit Card
31,8,24,6,31,50000,Yes Bank,YES First Business Credit Card
14,32,30,8,17,120000,Kotak,PVR Platinum Credit Card
31,19,8,32,10,25000,Standard Chartered,Super Value Titanium Credit Card
22,17,29,10,21,75000,RBL,BankBazaar Credit Card
13,31,22,26,8,50000,HDFC,Regalia Gold
32,25,16,5,22,200000,RBL,BankBazaar Credit Card
7,50,17,6,21,35000,ICICI,Amazon Pay Credit Card
17,12,35,22,14,25000,HDFC,First Classic Credit Card
23,4,33,13,28,75000,Kotak,PVR Platinum Credit Card
9,20,31,13,27,35000,Standard Chartered,Super Value Titanium Credit Card
13,24,2,33,27,25000,Standard Chartered,Super Value Titanium Credit Card
11,30,17,28,14,120000,ICICI,HPCL Super Saver Credit Card
23,8,16,29,24,75000,RBL,BankBazaar Credit Card
